State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Odisha,CUTTACK,1998,Winter     ,Ragi,7,4
Arunachal Pradesh,PAPUM PARE,2009,Kharif     ,Maize,2200,4400
Bihar,SARAN,2003,Rabi       ,Khesari,204,188
Madhya Pradesh,SEONI,2012,Whole Year ,Sweet potato,24,152
Odisha,BALESHWAR,2012,Winter     ,Potato,130,2001.6
Madhya Pradesh,MORENA,2008,Rabi       ,Linseed,3,2
Madhya Pradesh,DATIA,2003,Kharif     ,Urad,23943,5954
Gujarat,JAMNAGAR,2009,Rabi       ,Wheat,36000,118600
Uttar Pradesh,BANDA,1999,Kharif     ,Urad,4162,1354
Bihar,SAMASTIPUR,2014,Rabi       ,Rapeseed &Mustard,8689,7855
Karnataka,BIDAR,2005,Rabi       ,Gram,40091,20541
Karnataka,SHIMOGA,1998,Kharif     ,Cotton(lint),18011,42405
Maharashtra,LATUR,2005,Kharif     ,Cotton(lint),3400,3400
Bihar,GAYA,2009,Whole Year ,Sugarcane,518,25251
Karnataka,BANGALORE RURAL,2010,Kharif     ,Onion,74,462
Uttar Pradesh,SANT KABEER NAGAR,2014,Rabi       ,Barley,324,556
Madhya Pradesh,CHHINDWARA,2010,Rabi       ,Cowpea(Lobia),78,17
Bihar,ROHTAS,2005,Whole Year ,Coriander,6,5
Maharashtra,BHANDARA,2004,Kharif     ,Arhar/Tur,7200,4400
Tamil Nadu,VELLORE,2006,Whole Year ,Sesamum,896,461
Madhya Pradesh,PANNA,2003,Kharif     ,Small millets,2596,479
Nagaland,KOHIMA,2005,Rabi       ,Wheat,120,210
Bihar,PASHCHIM CHAMPARAN,2007,Winter     ,Rice,96996,36374
Uttar Pradesh,MORADABAD,2012,Summer     ,Onion,53,577
Tamil Nadu,ARIYALUR,2012,Whole Year ,Sugarcane,7804,707584
Haryana,JIND,2008,Kharif     ,Sesamum,177,100
Madhya Pradesh,BHIND,1998,Rabi       ,Linseed,2400,600
Himachal Pradesh,HAMIRPUR,2001,Kharif     ,Small millets,3,2
Himachal Pradesh,SIRMAUR,2010,Rabi       ,Masoor,238,143
Madhya Pradesh,DATIA,2009,Whole Year ,Soyabean,265,200
Tamil Nadu,NAMAKKAL,2007,Whole Year ,Coriander,3,1
Assam,BARPETA,2013,Kharif     ,Jute,5829,50564
Odisha,JAGATSINGHAPUR,2013,Autumn     ,Rice,1000,1000
Karnataka,HAVERI,2007,Kharif     ,Dry chillies,17289,19414
Tamil Nadu,VELLORE,1997,Whole Year ,Total foodgrain,108786,269460
Madhya Pradesh,ALIRAJPUR,2010,Whole Year ,Sesamum,68,37
Bihar,GAYA,1998,Kharif     ,Arhar/Tur,2801,2896
Karnataka,BELLARY,2013,Summer     ,Rice,34538,127832
Tamil Nadu,TIRUVANNAMALAI,2008,Whole Year ,Onion,60,567
Assam,KARBI ANGLONG,1997,Summer     ,Rice,160,192
Uttar Pradesh,BALRAMPUR,2001,Kharif     ,Small millets,1172,907
Assam,BONGAIGAON,2000,Whole Year ,Dry chillies,679,435
Uttar Pradesh,JAUNPUR,2007,Kharif     ,Urad,4572,3932
Madhya Pradesh,JABALPUR,2007,Whole Year ,Turmeric,14,17
Tamil Nadu,VIRUDHUNAGAR,2008,Whole Year ,Moong(Green Gram),8027,4161
Gujarat,PORBANDAR,2004,Summer     ,Bajra,100,200
Uttar Pradesh,GHAZIABAD,2000,Rabi       ,Moong(Green Gram),119,47
West Bengal,HOOGHLY,2010,Kharif     ,Urad,9,2
Karnataka,BAGALKOT,2002,Whole Year ,Onion,3329,30605
Maharashtra,WARDHA,2001,Rabi       ,Maize,100,200
Andhra Pradesh,PRAKASAM,2011,Rabi       ,Dry chillies,10727,51533
Tripura,NORTH TRIPURA,2007,Rabi       ,Moong(Green Gram),67,33
Uttar Pradesh,BASTI,2005,Whole Year ,Tobacco,281,1633
Bihar,KAIMUR (BHABUA),2006,Rabi       ,Khesari,3660,1706
West Bengal,MURSHIDABAD,1999,Summer     ,Moong(Green Gram),198,60
Chhattisgarh,JANJGIR-CHAMPA,2010,Rabi       ,Wheat,2708,4033
Manipur,IMPHAL EAST,2004,Whole Year ,Banana,80,1030
Odisha,RAYAGADA,2008,Summer     ,Urad,76,14.6
Uttar Pradesh,GHAZIABAD,2014,Rabi       ,Rapeseed &Mustard,1349,1310
Karnataka,CHITRADURGA,2008,Whole Year ,Coconut ,42563,291591
Maharashtra,NANDURBAR,2004,Rabi       ,Other Cereals & Millets,100,0
Uttar Pradesh,PILIBHIT,1999,Kharif     ,Arhar/Tur,205,207
Odisha,JAJAPUR,2004,Winter     ,Moong(Green Gram),43,1.7
Chhattisgarh,BILASPUR,2009,Kharif     ,Soyabean,2572,2878
Uttar Pradesh,KAUSHAMBI,1999,Kharif     ,Rice,24975,50043
Maharashtra,THANE,2001,Rabi       ,Rapeseed &Mustard,200,100
Madhya Pradesh,SEHORE,2005,Rabi       ,Jowar,114,256
Telangana ,RANGAREDDI,2011,Whole Year ,Coriander,129,75
Uttar Pradesh,FARRUKHABAD,2014,Rabi       ,Garlic,1125,6516
Assam,DARRANG,2005,Whole Year ,Dry chillies,610,454
Uttar Pradesh,HARDOI,2014,Rabi       ,Barley,1471,1997
Himachal Pradesh,UNA,2001,Kharif     ,Moong(Green Gram),6,2
Tamil Nadu,VIRUDHUNAGAR,2003,Whole Year ,Pome Fruit,831,5835
Bihar,SITAMARHI,1997,Rabi       ,Safflower,8,5
Rajasthan,SIKAR,2004,Whole Year ,Sannhamp,5,1
Haryana,KAITHAL,2000,Kharif     ,Maize,155,0
Maharashtra,RATNAGIRI,2009,Kharif     ,Niger seed,2000,400
Karnataka,DAKSHIN KANNAD,2013,Rabi       ,Moong(Green Gram),768,194
Chhattisgarh,BASTAR,2007,Rabi       ,Masoor,13,3
Uttar Pradesh,BANDA,2012,Rabi       ,Linseed,2325,902
Chhattisgarh,SURGUJA,2013,Kharif     ,Moong(Green Gram),9,2
Punjab,HOSHIARPUR,2006,Kharif     ,Groundnut,3500,3000
West Bengal,PURULIA,1997,Whole Year ,Sesamum,1037,473
Telangana ,MAHBUBNAGAR,2006,Rabi       ,Ragi,421,697
Assam,GOLAGHAT,2010,Kharif     ,Arhar/Tur,155,106
Punjab,HOSHIARPUR,2002,Kharif     ,Sesamum,800,200
Assam,TINSUKIA,2008,Whole Year ,Turmeric,235,130
Telangana ,MEDAK,1998,Kharif     ,Dry chillies,8800,6000
Jammu and Kashmir ,KATHUA,2004,Rabi       ,Peas & beans (Pulses),3,2
Rajasthan,RAJSAMAND,2006,Whole Year ,Sannhamp,24,9
West Bengal,BARDHAMAN,1998,Rabi       ,Horse-gram,6,3
Bihar,SAHARSA,2013,Kharif     ,Sesamum,5,4
Andhra Pradesh,VISAKHAPATANAM,2008,Rabi       ,Maize,1414,12486
Andhra Pradesh,KURNOOL,2002,Rabi       ,Moong(Green Gram),486,124
Uttar Pradesh,HATHRAS,2005,Whole Year ,Sweet potato,91,1190
Uttar Pradesh,JAUNPUR,2010,Kharif     ,Sesamum,402,79
West Bengal,BANKURA,1998,Rabi       ,Gram,39,40
Karnataka,UTTAR KANNAD,2001,Whole Year ,Arecanut,11483,15608
Rajasthan,JALORE,2009,Whole Year ,Garlic,4,7
Maharashtra,WARDHA,1998,Kharif     ,Moong(Green Gram),1300,900
Karnataka,DAVANGERE,2004,Kharif     ,Other Kharif pulses,2959,946.88
Karnataka,KOLAR,2000,Summer     ,Sunflower,541,388
Bihar,SITAMARHI,2010,Kharif     ,Bajra,42,47
Bihar,PURNIA,2003,Rabi       ,Other  Rabi pulses,403,299
Tamil Nadu,VILLUPURAM,1999,Kharif     ,Castor seed,624,446
Assam,DHUBRI,2004,Whole Year ,Turmeric,418,314
Uttar Pradesh,UNNAO,2013,Kharif     ,Bajra,962,773
Assam,DARRANG,2004,Rabi       ,Linseed,795,357
Madhya Pradesh,DHAR,2001,Whole Year ,Banana,500,13095
Madhya Pradesh,SHEOPUR,2011,Rabi       ,Peas & beans (Pulses),17,6
Odisha,NUAPADA,1997,Whole Year ,Potato,13,123
Kerala,KASARAGOD,2004,Whole Year ,Cardamom,367,1
Tamil Nadu,KRISHNAGIRI,2003,Whole Year ,Cashewnut,2,1
Himachal Pradesh,HAMIRPUR,1999,Kharif     ,Horse-gram,81,42
Himachal Pradesh,HAMIRPUR,2008,Kharif     ,Horse-gram,5,1
Andhra Pradesh,VIZIANAGARAM,1999,Rabi       ,Rice,1985,6943
West Bengal,24 PARAGANAS NORTH,2007,Rabi       ,Peas & beans (Pulses),645,459
Uttar Pradesh,SANT RAVIDAS NAGAR,2003,Rabi       ,Onion,4,58
Karnataka,CHAMARAJANAGAR,2009,Kharif     ,Moong(Green Gram),1905,1397
Madhya Pradesh,HARDA,2002,Whole Year ,Other Fresh Fruits,5,0
Bihar,SHEOHAR,2011,Rabi       ,Masoor,1351,1712
Rajasthan,RAJSAMAND,2000,Whole Year ,Guar seed,8068,236
Maharashtra,PUNE,2003,Summer     ,Groundnut,2100,3200
Uttar Pradesh,BULANDSHAHR,2008,Kharif     ,Arhar/Tur,11861,8992
Maharashtra,WASHIM,2002,Rabi       ,Safflower,3000,1800
Madhya Pradesh,NARSINGHPUR,2009,Rabi       ,Small millets,1,0
Madhya Pradesh,DAMOH,2012,Kharif     ,Soyabean,102710,129912
Odisha,BARGARH,2009,Autumn     ,Rice,58000,65000
Andhra Pradesh,KURNOOL,1998,Rabi       ,Arhar/Tur,600,200
Punjab,PATIALA,2010,Rabi       ,Peas & beans (Pulses),1400,1800
Bihar,MUZAFFARPUR,2005,Rabi       ,Masoor,1394,892
Andhra Pradesh,KURNOOL,2000,Rabi       ,Arhar/Tur,336,150
West Bengal,BANKURA,2005,Kharif     ,Soyabean,14,9
Meghalaya,SOUTH WEST KHASI HILLS,2014,Winter     ,Potato,601,5401
Maharashtra,AMRAVATI,2010,Kharif     ,Rice,3800,2800
Uttarakhand,CHAMPAWAT,2000,Whole Year ,Dry ginger,260,2860
Haryana,MEWAT,2010,Kharif     ,Rice,6177,17000
Sikkim,SOUTH DISTRICT,2003,Kharif     ,Small millets,1010,960
Bihar,PASHCHIM CHAMPARAN,2000,Kharif     ,Arhar/Tur,5553,9290
Maharashtra,KOLHAPUR,2000,Kharif     ,Other Kharif pulses,6500,2400
Rajasthan,BIKANER,2009,Kharif     ,Moth,285325,12090
Madhya Pradesh,DEWAS,2001,Rabi       ,Barley,32,50
Madhya Pradesh,ANUPPUR,2004,Whole Year ,Garlic,27,75
Nagaland,KIPHIRE,2012,Kharif     ,Small millets,100,110
Uttar Pradesh,CHANDAULI,1997,Kharif     ,Maize,137,193
Chhattisgarh,MAHASAMUND,2000,Kharif     ,Maize,136,149
Rajasthan,DUNGARPUR,2006,Kharif     ,Small millets,5273,427
Madhya Pradesh,KHANDWA,2005,Rabi       ,Rapeseed &Mustard,17,11
Chhattisgarh,RAIGARH,2006,Kharif     ,Jowar,21,19
Rajasthan,JHUNJHUNU,2000,Whole Year ,Garlic,368,736
Madhya Pradesh,GWALIOR,2002,Whole Year ,Sweet potato,4,21
Madhya Pradesh,PANNA,2008,Whole Year ,Sesamum,11072,7569
Assam,DARRANG,2000,Whole Year ,Sweet potato,430,1075
Uttar Pradesh,MAHARAJGANJ,2009,Rabi       ,Maize,19,58
Maharashtra,BEED,2000,Rabi       ,Sunflower,15500,7500
Karnataka,BANGALORE RURAL,2005,Rabi       ,Groundnut,119,101
Madhya Pradesh,DHAR,2013,Kharif     ,Urad,5454,3778
Madhya Pradesh,JHABUA,2005,Rabi       ,Barley,123,102
Uttar Pradesh,JALAUN,2008,Kharif     ,Sugarcane,1998,46056
Tripura,SOUTH TRIPURA,2008,Rabi       ,Rapeseed &Mustard,540,462
Odisha,CUTTACK,2003,Rabi       ,Sunflower,50,30
Rajasthan,BHARATPUR,2001,Kharif     ,Cotton(lint),1110,612
West Bengal,COOCHBEHAR,2009,Rabi       ,Maize,6010,35038
Bihar,KAIMUR (BHABUA),2004,Rabi       ,Wheat,64511,105395
Karnataka,BIJAPUR,2011,Kharif     ,Rice,88,283
Odisha,KHORDHA,2007,Summer     ,Horse-gram,13,3.4
Gujarat,VADODARA,1997,Whole Year ,Onion,100,3500
Odisha,RAYAGADA,2010,Summer     ,Groundnut,23,23.9
Maharashtra,BULDHANA,1997,Kharif     ,Moong(Green Gram),58400,46600
Telangana ,WARANGAL,2002,Kharif     ,Arhar/Tur,21213,9227
West Bengal,MALDAH,2008,Autumn     ,Sesamum,50,15
Telangana ,RANGAREDDI,2001,Kharif     ,Sunflower,951,712
Madhya Pradesh,BARWANI,2004,Whole Year ,Sugarcane,158,4690
Tamil Nadu,DINDIGUL,1999,Kharif     ,Ragi,664,1127
Gujarat,KHEDA,1997,Whole Year ,Maize,15200,30100
Madhya Pradesh,DATIA,2011,Kharif     ,Moong(Green Gram),1263,217
Uttar Pradesh,BARABANKI,2013,Kharif     ,Maize,3450,3402
Bihar,PURNIA,2005,Kharif     ,Groundnut,24,12
Kerala,KOLLAM,2006,Whole Year ,Arecanut,2398,1699
Madhya Pradesh,RATLAM,2002,Kharif     ,Other Kharif pulses,13894,7584
Madhya Pradesh,BHOPAL,2010,Rabi       ,Masoor,2827,834
Rajasthan,CHITTORGARH,1997,Kharif     ,Soyabean,92200,112200
Andhra Pradesh,EAST GODAVARI,2012,Rabi       ,Horse-gram,161,90
Kerala,MALAPPURAM,2006,Whole Year ,Cardamom,70,3
Assam,DHEMAJI,1997,Whole Year ,Arecanut,835,756
Uttar Pradesh,FAIZABAD,1998,Kharif     ,Groundnut,77,64
Bihar,KISHANGANJ,2002,Summer     ,Maize,198,418
Uttar Pradesh,FAIZABAD,2002,Kharif     ,Bajra,8,11
Jammu and Kashmir ,BADGAM,1999,Rabi       ,Rapeseed &Mustard,5669,3866.3
Maharashtra,SATARA,2001,Kharif     ,Groundnut,57900,81200
Tamil Nadu,MADURAI,2013,Whole Year ,Coconut ,11305,157800000
Odisha,KHORDHA,2009,Summer     ,Moong(Green Gram),15008,2686.4
Madhya Pradesh,JHABUA,2009,Whole Year ,Garlic,144,362
Assam,BAKSA,2011,Rabi       ,Moong(Green Gram),282,136
Maharashtra,AMRAVATI,2008,Kharif     ,Soyabean,373000,124200
Karnataka,YADGIR,2011,Rabi       ,Rapeseed &Mustard,32,9
West Bengal,24 PARAGANAS NORTH,1999,Summer     ,Groundnut,2441,3910
Maharashtra,AMRAVATI,2006,Kharif     ,Sunflower,200,100
Uttar Pradesh,PRATAPGARH,2004,Rabi       ,Linseed,16,8
Nagaland,PHEK,2002,Rabi       ,Linseed,750,820
Bihar,SHEOHAR,2007,Kharif     ,Arhar/Tur,26,40
Chhattisgarh,BASTAR,2010,Whole Year ,Sweet potato,301,1754
Tamil Nadu,ERODE,1997,Whole Year ,Small millets,80,10
Tamil Nadu,KARUR,2009,Whole Year ,Sweet potato,85,1706
Bihar,KHAGARIA,2001,Rabi       ,Other  Rabi pulses,49,34
Uttar Pradesh,PILIBHIT,1999,Rabi       ,Rapeseed &Mustard,6204,4106
Assam,BARPETA,2008,Whole Year ,Black pepper,30,42
Maharashtra,NASHIK,1998,Kharif     ,Arhar/Tur,9300,4300
Karnataka,DHARWAD,2014,Rabi       ,Jowar,39070,39492
Odisha,BHADRAK,2009,Autumn     ,Jute,81,673
Uttar Pradesh,CHANDAULI,2008,Kharif     ,Guar seed,18,15
Assam,DIBRUGARH,2004,Rabi       ,Urad,1220,752
Andhra Pradesh,SPSR NELLORE,2010,Rabi       ,Rice,200990,777027
Bihar,PURBI CHAMPARAN,2008,Summer     ,Maize,4862,15939
Maharashtra,PUNE,1999,Kharif     ,Urad,2700,2600
Chhattisgarh,DHAMTARI,2005,Kharif     ,Urad,503,189
Meghalaya,EAST JAINTIA HILLS,2014,Rabi       ,Peas & beans (Pulses),18,17
Haryana,BHIWANI,2002,Kharif     ,Cotton(lint),64628,84000
West Bengal,BANKURA,2007,Rabi       ,Khesari,1,1
Himachal Pradesh,KINNAUR,2008,Kharif     ,Potato,135,983
West Bengal,MEDINIPUR WEST,2001,Summer     ,Moong(Green Gram),1604,1208
Uttar Pradesh,AGRA,1999,Kharif     ,Jowar,1242,979
Uttar Pradesh,SITAPUR,2008,Kharif     ,Sugarcane,125569,5561702
Uttar Pradesh,JHANSI,2012,Rabi       ,Barley,5627,11437
Karnataka,BAGALKOT,2012,Kharif     ,Moong(Green Gram),925,48
Madhya Pradesh,SAGAR,1998,Kharif     ,Rice,8500,3600
Odisha,PURI,2008,Winter     ,Sugarcane,71,3952.4
Assam,KARIMGANJ,2003,Rabi       ,Urad,45,24
Rajasthan,JAIPUR,2008,Rabi       ,Linseed,1,1
Assam,SONITPUR,2003,Whole Year ,Tapioca,141,645
Uttar Pradesh,BULANDSHAHR,2014,Kharif     ,Maize,37867,89290
Andhra Pradesh,SPSR NELLORE,2009,Kharif     ,Bajra,835,2036
Bihar,BHOJPUR,1997,Kharif     ,Sesamum,58,35
Bihar,KHAGARIA,1998,Whole Year ,Onion,301,4557
Uttar Pradesh,BALRAMPUR,2007,Summer     ,Maize,198,284
Nagaland,ZUNHEBOTO,2005,Kharif     ,Rice,10950,16220
Odisha,JHARSUGUDA,1999,Whole Year ,Potato,120,1250
Chhattisgarh,BIJAPUR,2011,Whole Year ,Sweet potato,12,60
Andhra Pradesh,KURNOOL,2014,Kharif     ,Bajra,5056,7083
Uttar Pradesh,SAHARANPUR,2003,Whole Year ,Tobacco,7,30
Odisha,KENDUJHAR,1997,Autumn     ,Maize,4500,2901
Uttarakhand,CHAMPAWAT,2011,Kharif     ,Maize,645,603
Bihar,BANKA,2008,Rabi       ,Rapeseed &Mustard,1136,1086
Chhattisgarh,KONDAGAON,2011,Rabi       ,Khesari,28,22
Arunachal Pradesh,UPPER SUBANSIRI,2006,Kharif     ,Small millets,1237,1113
Chhattisgarh,KONDAGAON,2014,Rabi       ,Linseed,154,68
Madhya Pradesh,MORENA,2000,Kharif     ,Sesamum,3393,1368
Jammu and Kashmir ,KUPWARA,2003,Whole Year ,Other Vegetables,799,537
Maharashtra,JALGAON,2009,Kharif     ,Arhar/Tur,14800,10700
Chhattisgarh,RAIGARH,2008,Rabi       ,Safflower,35,7
Gujarat,NARMADA,2009,Kharif     ,Rice,15000,8200
Karnataka,CHAMARAJANAGAR,2012,Summer     ,Dry chillies,20,57
Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Turmeric,19,223
Rajasthan,ALWAR,2003,Kharif     ,Cotton(lint),19364,40135
Uttar Pradesh,FATEHPUR,2001,Rabi       ,Urad,663,345
Tamil Nadu,THE NILGIRIS,1999,Whole Year ,Dry chillies,53,30
Madhya Pradesh,SEHORE,2013,Kharif     ,Barley,16,33
Tamil Nadu,TIRUNELVELI,1997,Whole Year ,Bajra,3403,4470
Tripura,WEST TRIPURA,2009,Whole Year ,Sugarcane,78,3843
Uttar Pradesh,SONBHADRA,2008,Summer     ,Moong(Green Gram),11,8
Uttar Pradesh,JAUNPUR,2013,Kharif     ,Sannhamp,155,44
Maharashtra,GADCHIROLI,2010,Kharif     ,Soyabean,7500,6900
Karnataka,MANDYA,2000,Kharif     ,Sunflower,11,5
Maharashtra,RAIGAD,1999,Kharif     ,Urad,600,400
Kerala,ALAPPUZHA,2004,Autumn     ,Rice,6366,18345
Kerala,KANNUR,2000,Whole Year ,Cashewnut,27757,27621
Jammu and Kashmir ,RAJAURI,2001,Kharif     ,Bajra,194,130
Bihar,DARBHANGA,2005,Rabi       ,Wheat,64028,71660
Madhya Pradesh,BHIND,2006,Rabi       ,Wheat,72279,133424
Tamil Nadu,VILLUPURAM,2013,Whole Year ,Tapioca,12705,328328
Andhra Pradesh,SPSR NELLORE,2002,Whole Year ,Bottle Gourd,11,0
Madhya Pradesh,SHEOPUR,2005,Kharif     ,Sesamum,11926,4839
Arunachal Pradesh,DIBANG VALLEY,2011,Kharif     ,Small millets,706,823
Uttar Pradesh,FATEHPUR,2003,Summer     ,Urad,521,214
Chhattisgarh,NARAYANPUR,2013,Kharif     ,Niger seed,623,87
Haryana,ROHTAK,2001,Kharif     ,Horse-gram,3,0
Bihar,ROHTAS,2013,Autumn     ,Rice,18,24
Madhya Pradesh,BHOPAL,2011,Rabi       ,Khesari,314,273
Rajasthan,ALWAR,2000,Whole Year ,Sannhamp,63,27
Gujarat,BHARUCH,2011,Rabi       ,Other  Rabi pulses,9200,7200
Assam,GOALPARA,2009,Rabi       ,Banana,2800,42092
Maharashtra,SANGLI,2013,Kharif     ,Cotton(lint),2800,6200
Uttar Pradesh,AURAIYA,1998,Kharif     ,Arhar/Tur,5660,12918
Nagaland,TUENSANG,2002,Kharif     ,Groundnut,120,250
Uttar Pradesh,HAPUR,2014,Kharif     ,Rice,20839,61496
Karnataka,CHAMARAJANAGAR,2003,Kharif     ,Ragi,24133,15275
Madhya Pradesh,VIDISHA,1999,Kharif     ,Sesamum,62,16
Gujarat,PANCH MAHALS,2003,Kharif     ,Castor seed,2000,3800
Tripura,NORTH TRIPURA,2000,Kharif     ,Maize,240,235
West Bengal,24 PARAGANAS NORTH,1997,Whole Year ,Dry chillies,3916,7706
Kerala,PATHANAMTHITTA,2006,Whole Year ,Sweet potato,5,55
Telangana ,MAHBUBNAGAR,2014,Kharif     ,Dry chillies,9883,33800
Uttar Pradesh,SANT KABEER NAGAR,2008,Rabi       ,Rapeseed &Mustard,2312,2615
Bihar,MADHUBANI,2008,Rabi       ,Peas & beans (Pulses),324,312
Bihar,MADHUBANI,2012,Kharif     ,Ragi,1736,2130
Tamil Nadu,VIRUDHUNAGAR,2012,Kharif     ,Castor seed,45,10
Himachal Pradesh,SIRMAUR,1999,Kharif     ,Horse-gram,360,137
Rajasthan,PALI,1999,Whole Year ,Potato,21,21
Chhattisgarh,RAIPUR,2005,Kharif     ,Maize,2113,1864
Kerala,KOTTAYAM,1998,Whole Year ,Cardamom,129,12
Rajasthan,UDAIPUR,2008,Whole Year ,Coriander,65,73
Bihar,SAHARSA,2002,Whole Year ,Banana,52,1599
West Bengal,BARDHAMAN,2002,Whole Year ,Sannhamp,104,749
Madhya Pradesh,DATIA,2005,Rabi       ,Rapeseed &Mustard,13477,8650
Karnataka,GADAG,2000,Kharif     ,Ragi,76,135
Maharashtra,BULDHANA,2006,Kharif     ,Jowar,71500,101300
Bihar,PURBI CHAMPARAN,1998,Rabi       ,Other  Rabi pulses,13524,12381
Uttar Pradesh,KHERI,2000,Rabi       ,Gram,381,361
Bihar,KATIHAR,2002,Summer     ,Rice,43555,78797
Odisha,RAYAGADA,1999,Rabi       ,Garlic,200,740
Gujarat,MAHESANA,2008,Kharif     ,Sesamum,10800,4900
Uttar Pradesh,GONDA,1998,Kharif     ,Jowar,550,493
Andhra Pradesh,KURNOOL,2008,Kharif     ,Cotton(lint),23397,42803
Uttar Pradesh,FATEHPUR,2000,Whole Year ,Turmeric,9,16
Madhya Pradesh,DINDORI,2008,Kharif     ,Rice,79304,61693
Uttar Pradesh,SHAHJAHANPUR,2001,Whole Year ,Potato,4510,76291
Himachal Pradesh,BILASPUR,2000,Rabi       ,Gram,163,77
Gujarat,BHAVNAGAR,2002,Whole Year ,Dry chillies,500,400
Rajasthan,UDAIPUR,2001,Whole Year ,Tobacco,8,5
Tamil Nadu,PUDUKKOTTAI,2001,Kharif     ,Rice,83500,220600
Karnataka,BIDAR,2009,Kharif     ,Arhar/Tur,67000,49647
Bihar,KISHANGANJ,2010,Whole Year ,Sugarcane,70,3513
Assam,KARIMGANJ,2004,Whole Year ,Coconut ,480,1421000
Gujarat,GANDHINAGAR,2007,Whole Year ,Potato,5900,151800
Bihar,SHEOHAR,2000,Kharif     ,Rice,4746,5577
Karnataka,RAICHUR,2003,Rabi       ,Safflower,8123,4509
Himachal Pradesh,CHAMBA,1998,Rabi       ,Rapeseed &Mustard,2509,719
Haryana,ROHTAK,2006,Kharif     ,Cotton(lint),8702,22000
Tamil Nadu,TUTICORIN,2006,Whole Year ,Arhar/Tur,43,31
Gujarat,MAHESANA,2005,Kharif     ,Rice,6000,13600
Haryana,BHIWANI,2000,Whole Year ,Sannhamp,61,100
Nagaland,MON,2008,Kharif     ,Tapioca,100,2300
Maharashtra,SINDHUDURG,2003,Kharif     ,Groundnut,1500,1300
Kerala,THRISSUR,2003,Whole Year ,Turmeric,97,129
Gujarat,ANAND,2003,Kharif     ,Arhar/Tur,1100,900
Karnataka,BIDAR,2002,Rabi       ,Gram,40840,25780
Bihar,GOPALGANJ,2000,Kharif     ,Other Kharif pulses,32,17
Rajasthan,JHUNJHUNU,2004,Whole Year ,Tobacco,47,180
Chhattisgarh,RAIPUR,2006,Whole Year ,Onion,427,1868
Rajasthan,AJMER,2007,Kharif     ,Cotton(lint),5133,2163
Karnataka,BELGAUM,2002,Whole Year ,Cashewnut Raw,421,180
Rajasthan,SAWAI MADHOPUR,2003,Kharif     ,Cotton(lint),1,0
Kerala,IDUKKI,2012,Whole Year ,Jack Fruit,14631,0
Nagaland,PHEK,2012,Rabi       ,Potato,1280,12890
Assam,MARIGAON,2008,Kharif     ,Sesamum,196,99
Madhya Pradesh,RATLAM,2009,Whole Year ,Sesamum,240,140
Tripura,SOUTH TRIPURA,2007,Kharif     ,Arhar/Tur,312,205
Andhra Pradesh,VISAKHAPATANAM,2001,Kharif     ,Groundnut,12864,14601
Sikkim,EAST DISTRICT,2005,Rabi       ,Wheat,1430,2800
Maharashtra,OSMANABAD,2008,Kharif     ,Groundnut,9900,5100
Bihar,PURBI CHAMPARAN,2008,Rabi       ,Barley,452,492
Rajasthan,BHARATPUR,1998,Kharif     ,Castor seed,2,3
Chhattisgarh,MAHASAMUND,2000,Rabi       ,Peas & beans (Pulses),30,12
Odisha,MAYURBHANJ,2015,Summer     ,Maize,11,26.7
Uttar Pradesh,PILIBHIT,2002,Rabi       ,Maize,106,117
Madhya Pradesh,VIDISHA,2005,Whole Year ,Sweet potato,32,183
Odisha,BALESHWAR,2009,Summer     ,Groundnut,2257,1936.5
Uttar Pradesh,AMBEDKAR NAGAR,2001,Whole Year ,Tobacco,354,2248
Uttar Pradesh,GONDA,2001,Kharif     ,Sesamum,150,38
Karnataka,CHAMARAJANAGAR,2009,Summer     ,Jowar,160,236
Odisha,KORAPUT,2013,Winter     ,Moong(Green Gram),45,20.9
Punjab,MUKTSAR,2005,Whole Year ,Sugarcane,1000,51000
Rajasthan,SAWAI MADHOPUR,2002,Kharif     ,Soyabean,602,302
Haryana,FARIDABAD,2006,Kharif     ,Bajra,8868,16000
Karnataka,MYSORE,2003,Whole Year ,Onion,5,13
Bihar,BHOJPUR,2008,Kharif     ,Moong(Green Gram),166,119
Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Jowar,41409,25881
Assam,BAKSA,2014,Kharif     ,Castor seed,27,19
Bihar,MADHEPURA,2007,Rabi       ,Linseed,571,471
Assam,KOKRAJHAR,2001,Whole Year ,Sugarcane,66,2458
Assam,BARPETA,2000,Kharif     ,Mesta,103,526
Tamil Nadu,TIRUCHIRAPPALLI,2009,Whole Year ,Sunflower,1645,2555
Uttar Pradesh,DEORIA,2000,Kharif     ,Arhar/Tur,10105,8103
Madhya Pradesh,SATNA,2002,Whole Year ,Sugarcane,111,2520
Jharkhand,SARAIKELA KHARSAWAN,2006,Autumn     ,Ragi,842.88,667
Uttar Pradesh,MAINPURI,2006,Rabi       ,Masoor,37,34
Bihar,PURNIA,2005,Rabi       ,Rapeseed &Mustard,3496,3255
Karnataka,UDUPI,2007,Whole Year ,Turmeric,81,630
Arunachal Pradesh,LOWER DIBANG VALLEY,2012,Whole Year ,Dry chillies,95,105
Karnataka,BELLARY,2004,Rabi       ,Other  Rabi pulses,1435,159
Gujarat,AMRELI,2000,Kharif     ,Bajra,41400,30000
